#A	0.001 T/s
-0.33849	-0.97264
-0.33807	-0.97607
-0.33764	-0.97364
-0.33721	-0.97536
-0.33679	-0.97441
-0.33636	-0.97475
-0.33594	-0.97297
-0.33551	-0.96971
-0.33509	-0.97079
-0.33466	-0.97075
-0.33423	-0.97029
-0.33381	-0.97041
-0.33338	-0.96873
-0.33296	-0.97015
-0.33253	-0.96979
-0.33211	-0.97205
-0.33168	-0.97196
-0.33125	-0.97049
-0.33083	-0.97023
-0.33040	-0.97234
-0.32997	-0.97297
-0.32955	-0.97226
-0.32912	-0.97342
-0.32869	-0.97385
-0.32827	-0.97288
-0.32784	-0.97391
-0.32742	-0.97188
-0.32699	-0.97368
-0.32656	-0.97269
-0.32614	-0.97337
-0.32571	-0.97237
-0.32529	-0.97328
-0.32486	-0.97410
-0.32443	-0.97358
-0.32401	-0.97440
-0.32358	-0.97344
-0.32316	-0.97197
-0.32273	-0.97450
-0.32230	-0.97401
-0.32188	-0.96953
-0.32145	-0.97014
-0.32103	-0.96975
-0.32060	-0.96948
-0.32018	-0.97020
-0.31975	-0.96942
-0.31932	-0.97090
-0.31890	-0.96931
-0.31847	-0.96991
-0.31804	-0.97096
-0.31762	-0.97025
-0.31719	-0.96981
-0.31677	-0.96913
-0.31634	-0.97097
-0.31591	-0.96991
-0.31549	-0.96996
-0.31506	-0.97032
-0.31464	-0.97180
-0.31421	-0.96944
-0.31378	-0.97067
-0.31336	-0.97139
-0.31293	-0.97192
-0.31250	-0.96938
-0.31208	-0.97316
-0.31165	-0.97327
-0.31122	-0.97198
-0.31080	-0.97249
-0.31037	-0.97312
-0.30995	-0.97210
-0.30952	-0.97230
-0.30909	-0.97300
-0.30867	-0.97288
-0.30824	-0.97390
-0.30782	-0.96963
-0.30739	-0.96971
-0.30697	-0.96781
-0.30654	-0.96818
-0.30612	-0.96898
-0.30569	-0.96996
-0.30526	-0.96842
-0.30484	-0.96733
-0.30441	-0.96719
-0.30398	-0.96841
-0.30356	-0.96679
-0.30313	-0.96865
-0.30271	-0.96853
-0.30228	-0.96752
-0.30185	-0.96818
-0.30143	-0.96715
-0.30100	-0.96897
-0.30057	-0.96845
-0.30015	-0.96754
-0.29972	-0.96786
-0.29930	-0.96962
-0.29887	-0.96888
-0.29844	-0.97122
-0.29802	-0.96926
-0.29759	-0.96888
-0.29717	-0.96804
-0.29674	-0.96707
-0.29631	-0.96926
-0.29589	-0.96949
-0.29546	-0.96777
-0.29503	-0.96821
-0.29461	-0.96840
-0.29418	-0.96978
-0.29376	-0.96479
-0.29333	-0.96443
-0.29291	-0.96685
-0.29248	-0.96395
-0.29206	-0.96687
-0.29163	-0.96525
-0.29120	-0.96716
-0.29078	-0.96621
-0.29035	-0.96640
-0.28992	-0.96667
-0.28950	-0.96549
-0.28907	-0.96754
-0.28865	-0.96700
-0.28822	-0.96450
-0.28779	-0.96746
-0.28737	-0.96662
-0.28694	-0.96540
-0.28651	-0.96603
-0.28609	-0.96590
-0.28566	-0.96539
-0.28524	-0.96649
-0.28481	-0.96762
-0.28438	-0.96723
-0.28396	-0.96780
-0.28353	-0.96897
-0.28311	-0.96839
-0.28268	-0.96744
-0.28225	-0.96621
-0.28183	-0.96554
-0.28140	-0.96574
-0.28097	-0.96566
-0.28055	-0.96697
-0.28012	-0.96593
-0.27970	-0.96270
-0.27927	-0.96242
-0.27885	-0.96270
-0.27842	-0.96362
-0.27799	-0.96323
-0.27757	-0.96279
-0.27714	-0.96391
-0.27672	-0.96363
-0.27629	-0.96376
-0.27586	-0.96365
-0.27544	-0.96355
-0.27501	-0.96376
-0.27459	-0.96341
-0.27416	-0.96263
-0.27373	-0.96194
-0.27331	-0.96363
-0.27288	-0.96527
-0.27245	-0.96370
-0.27203	-0.96519
-0.27160	-0.96282
-0.27118	-0.96445
-0.27075	-0.96389
-0.27032	-0.96405
-0.26990	-0.96517
-0.26947	-0.96537
-0.26904	-0.96691
-0.26862	-0.96315
-0.26819	-0.96531
-0.26777	-0.96676
-0.26734	-0.96649
-0.26691	-0.96590
-0.26649	-0.96514
-0.26606	-0.96564
-0.26564	-0.96241
-0.26521	-0.96289
-0.26479	-0.96246
-0.26436	-0.96233
-0.26393	-0.96217
-0.26351	-0.96240
-0.26308	-0.96193
-0.26266	-0.96342
-0.26223	-0.96224
-0.26180	-0.96221
-0.26138	-0.96170
-0.26095	-0.96266
-0.26052	-0.96168
-0.26010	-0.96236
-0.25967	-0.96357
-0.25925	-0.96464
-0.25882	-0.96289
-0.25840	-0.96364
-0.25797	-0.96381
-0.25754	-0.96492
-0.25712	-0.96397
-0.25669	-0.96401
-0.25626	-0.96333
-0.25584	-0.96405
-0.25541	-0.96388
-0.25498	-0.96398
-0.25456	-0.96427
-0.25413	-0.96478
-0.25371	-0.96393
-0.25328	-0.96249
-0.25285	-0.96501
-0.25243	-0.96510
-0.25200	-0.96271
-0.25158	-0.96123
-0.25115	-0.96081
-0.25073	-0.96177
-0.25030	-0.96007
-0.24988	-0.96212
-0.24945	-0.96091
-0.24902	-0.95979
-0.24860	-0.96015
-0.24817	-0.96075
-0.24774	-0.96143
-0.24732	-0.96073
-0.24689	-0.96099
-0.24647	-0.96241
-0.24604	-0.96188
-0.24561	-0.96152
-0.24519	-0.96150
-0.24476	-0.96125
-0.24433	-0.96142
-0.24391	-0.96082
-0.24348	-0.96173
-0.24305	-0.96185
-0.24263	-0.96199
-0.24220	-0.96227
-0.24178	-0.96191
-0.24135	-0.96167
-0.24093	-0.96115
-0.24050	-0.96153
-0.24007	-0.96161
-0.23965	-0.96186
-0.23922	-0.96266
-0.23879	-0.96140
-0.23837	-0.96023
-0.23794	-0.96284
-0.23752	-0.95989
-0.23709	-0.96001
-0.23667	-0.95994
-0.23624	-0.95935
-0.23581	-0.95981
-0.23539	-0.96082
-0.23496	-0.95908
-0.23453	-0.95938
-0.23411	-0.95972
-0.23368	-0.96012
-0.23326	-0.96009
-0.23283	-0.95861
-0.23241	-0.95852
-0.23198	-0.95902
-0.23155	-0.95806
-0.23113	-0.95945
-0.23070	-0.95883
-0.23027	-0.95840
-0.22985	-0.95800
-0.22942	-0.95757
-0.22900	-0.95931
-0.22857	-0.95719
-0.22814	-0.95658
-0.22772	-0.95817
-0.22729	-0.95748
-0.22686	-0.95984
-0.22644	-0.95574
-0.22601	-0.95849
-0.22558	-0.95739
-0.22516	-0.95831
-0.22473	-0.95755
-0.22431	-0.95911
-0.22389	-0.95659
-0.22346	-0.95574
-0.22303	-0.95628
-0.22261	-0.95377
-0.22218	-0.95417
-0.22175	-0.95477
-0.22133	-0.95511
-0.22090	-0.95694
-0.22048	-0.95460
-0.22005	-0.95726
-0.21962	-0.95528
-0.21920	-0.95572
-0.21877	-0.95729
-0.21834	-0.95620
-0.21792	-0.95707
-0.21749	-0.95553
-0.21707	-0.95847
-0.21664	-0.95717
-0.21621	-0.95648
-0.21579	-0.95609
-0.21536	-0.95727
-0.21494	-0.95644
-0.21451	-0.95816
-0.21408	-0.95696
-0.21366	-0.95734
-0.21323	-0.95692
-0.21280	-0.95762
-0.21238	-0.95744
-0.21195	-0.95687
-0.21153	-0.95796
-0.21110	-0.95721
-0.21067	-0.95693
-0.21025	-0.95720
-0.20982	-0.95393
-0.20940	-0.95490
-0.20897	-0.95473
-0.20855	-0.95376
-0.20812	-0.95339
-0.20769	-0.95398
-0.20727	-0.95550
-0.20684	-0.95445
-0.20642	-0.95357
-0.20599	-0.95369
-0.20556	-0.95311
-0.20514	-0.95394
-0.20471	-0.95452
-0.20428	-0.95456
-0.20386	-0.95372
-0.20343	-0.95404
-0.20301	-0.95516
-0.20258	-0.95475
-0.20215	-0.95348
-0.20173	-0.95427
-0.20130	-0.95451
-0.20087	-0.95479
-0.20045	-0.95329
-0.20002	-0.95374
-0.19960	-0.95601
-0.19917	-0.95573
-0.19874	-0.95533
-0.19832	-0.95456
-0.19789	-0.95312
-0.19747	-0.95415
-0.19704	-0.95450
-0.19661	-0.95516
-0.19619	-0.95316
-0.19576	-0.95305
-0.19534	-0.95240
-0.19491	-0.95207
-0.19449	-0.95265
-0.19406	-0.95308
-0.19363	-0.95138
-0.19321	-0.95318
-0.19278	-0.95178
-0.19235	-0.95391
-0.19193	-0.95401
-0.19150	-0.95271
-0.19108	-0.95207
-0.19065	-0.95247
-0.19023	-0.95290
-0.18980	-0.95452
-0.18937	-0.95147
-0.18895	-0.95250
-0.18852	-0.95314
-0.18809	-0.95188
-0.18767	-0.95211
-0.18724	-0.95090
-0.18681	-0.95330
-0.18639	-0.95482
-0.18596	-0.95129
-0.18554	-0.95167
-0.18511	-0.95252
-0.18468	-0.95171
-0.18426	-0.95152
-0.18383	-0.95138
-0.18340	-0.95146
-0.18298	-0.95009
-0.18255	-0.95024
-0.18213	-0.95228
-0.18171	-0.94933
-0.18128	-0.94906
-0.18085	-0.94702
-0.18043	-0.94839
-0.18000	-0.94982
-0.17957	-0.94927
-0.17915	-0.94847
-0.17872	-0.94917
-0.17829	-0.94923
-0.17787	-0.94752
-0.17744	-0.94863
-0.17702	-0.94966
-0.17659	-0.94787
-0.17616	-0.94838
-0.17574	-0.94863
-0.17531	-0.94582
-0.17488	-0.94795
-0.17446	-0.94711
-0.17403	-0.94778
-0.17361	-0.94745
-0.17318	-0.94726
-0.17276	-0.94734
-0.17233	-0.94687
-0.17190	-0.94629
-0.17148	-0.94599
-0.17105	-0.94851
-0.17062	-0.94971
-0.17020	-0.94932
-0.16977	-0.94669
-0.16934	-0.94695
-0.16892	-0.94736
-0.16849	-0.94752
-0.16807	-0.94918
-0.16764	-0.94684
-0.16722	-0.94572
-0.16679	-0.94639
-0.16636	-0.94488
-0.16594	-0.94680
-0.16551	-0.94659
-0.16509	-0.94480
-0.16466	-0.94623
-0.16424	-0.94501
-0.16381	-0.94638
-0.16338	-0.94513
-0.16296	-0.94631
-0.16253	-0.94569
-0.16210	-0.94567
-0.16168	-0.94527
-0.16125	-0.94508
-0.16082	-0.94510
-0.16040	-0.94677
-0.15997	-0.94510
-0.15955	-0.94484
-0.15912	-0.94712
-0.15869	-0.94607
-0.15827	-0.94664
-0.15784	-0.94529
-0.15741	-0.94502
-0.15699	-0.94631
-0.15656	-0.94555
-0.15614	-0.94642
-0.15571	-0.94428
-0.15529	-0.94415
-0.15486	-0.94515
-0.15443	-0.94357
-0.15401	-0.94477
-0.15358	-0.94381
-0.15316	-0.94256
-0.15273	-0.94418
-0.15231	-0.94321
-0.15188	-0.94462
-0.15145	-0.94575
-0.15103	-0.94304
-0.15060	-0.94187
-0.15017	-0.94309
-0.14975	-0.94191
-0.14932	-0.94279
-0.14889	-0.94173
-0.14847	-0.94347
-0.14804	-0.94419
-0.14762	-0.94430
-0.14719	-0.94563
-0.14677	-0.94529
-0.14634	-0.94605
-0.14591	-0.94458
-0.14549	-0.94466
-0.14506	-0.94499
-0.14463	-0.94624
-0.14421	-0.94433
-0.14378	-0.94575
-0.14336	-0.94633
-0.14293	-0.94671
-0.14250	-0.94693
-0.14208	-0.94454
-0.14165	-0.94145
-0.14122	-0.94371
-0.14080	-0.94220
-0.14037	-0.94258
-0.13994	-0.94324
-0.13952	-0.94211
-0.13910	-0.94299
-0.13867	-0.94337
-0.13825	-0.94211
-0.13782	-0.94214
-0.13739	-0.94358
-0.13697	-0.94198
-0.13654	-0.94176
-0.13611	-0.94190
-0.13569	-0.94285
-0.13526	-0.94211
-0.13484	-0.94141
-0.13441	-0.94080
-0.13398	-0.94157
-0.13356	-0.94190
-0.13313	-0.94248
-0.13270	-0.94205
-0.13228	-0.94080
-0.13185	-0.94083
-0.13143	-0.94082
-0.13100	-0.94159
-0.13057	-0.94049
-0.13015	-0.94131
-0.12972	-0.93955
-0.12930	-0.94008
-0.12887	-0.93858
-0.12844	-0.94054
-0.12802	-0.94004
-0.12759	-0.94041
-0.12716	-0.94076
-0.12674	-0.93982
-0.12631	-0.93931
-0.12589	-0.93711
-0.12546	-0.93849
-0.12504	-0.93783
-0.12461	-0.93893
-0.12418	-0.93864
-0.12376	-0.93777
-0.12333	-0.93732
-0.12291	-0.93833
-0.12248	-0.93979
-0.12205	-0.93843
-0.12163	-0.93660
-0.12120	-0.93746
-0.12078	-0.93843
-0.12035	-0.93721
-0.11992	-0.93595
-0.11950	-0.93830
-0.11907	-0.93758
-0.11864	-0.93627
-0.11822	-0.93662
-0.11779	-0.93553
-0.11737	-0.93575
-0.11694	-0.93613
-0.11651	-0.93560
-0.11609	-0.93717
-0.11566	-0.93854
-0.11523	-0.93709
-0.11481	-0.93672
-0.11438	-0.93540
-0.11396	-0.93715
-0.11353	-0.93713
-0.11310	-0.93734
-0.11268	-0.93689
-0.11225	-0.93757
-0.11183	-0.93512
-0.11140	-0.93416
-0.11098	-0.93485
-0.11055	-0.93376
-0.11012	-0.93387
-0.10970	-0.93328
-0.10927	-0.93315
-0.10885	-0.93346
-0.10842	-0.93330
-0.10799	-0.93222
-0.10757	-0.93224
-0.10714	-0.93198
-0.10672	-0.93482
-0.10629	-0.93243
-0.10586	-0.93316
-0.10544	-0.93326
-0.10501	-0.93238
-0.10458	-0.93188
-0.10416	-0.93394
-0.10373	-0.93290
-0.10331	-0.93208
-0.10288	-0.93408
-0.10245	-0.93128
-0.10203	-0.93353
-0.10160	-0.93390
-0.10117	-0.93445
-0.10075	-0.93447
-0.10032	-0.93310
-0.099896	-0.93319
-0.099469	-0.93207
-0.099043	-0.93056
-0.098617	-0.93226
-0.098192	-0.93107
-0.097770	-0.93173
-0.097344	-0.93131
-0.096918	-0.93209
-0.096491	-0.93172
-0.096065	-0.93062
-0.095639	-0.93047
-0.095213	-0.93070
-0.094786	-0.93096
-0.094360	-0.93108
-0.093934	-0.93022
-0.093507	-0.92955
-0.093081	-0.93035
-0.092655	-0.92918
-0.092228	-0.93142
-0.091802	-0.93123
-0.091376	-0.92969
-0.090950	-0.93123
-0.090523	-0.93130
-0.090099	-0.92989
-0.089673	-0.92932
-0.089247	-0.93066
-0.088820	-0.93081
-0.088394	-0.93057
-0.087968	-0.93087
-0.087541	-0.93023
-0.087115	-0.93258
-0.086689	-0.92981
-0.086262	-0.93019
-0.085836	-0.93030
-0.085410	-0.92950
-0.084983	-0.93001
-0.084557	-0.93084
-0.084131	-0.93004
-0.083709	-0.92835
-0.083283	-0.92715
-0.082856	-0.92864
-0.082430	-0.92634
-0.082004	-0.92780
-0.081579	-0.92670
-0.081153	-0.92752
-0.080727	-0.92764
-0.080301	-0.92603
-0.079874	-0.92561
-0.079448	-0.92671
-0.079022	-0.92546
-0.078595	-0.92695
-0.078169	-0.92488
-0.077743	-0.92468
-0.077316	-0.92588
-0.076890	-0.92481
-0.076464	-0.92499
-0.076038	-0.92494
-0.075611	-0.92428
-0.075185	-0.92552
-0.074759	-0.92349
-0.074332	-0.92422
-0.073906	-0.92537
-0.073482	-0.92416
-0.073055	-0.92539
-0.072629	-0.92397
-0.072203	-0.92245
-0.071777	-0.92584
-0.071350	-0.92399
-0.070924	-0.92450
-0.070498	-0.92387
-0.070071	-0.92424
-0.069573	-0.92345
-0.069147	-0.92352
-0.068720	-0.92091
-0.068295	-0.92180
-0.067869	-0.92395
-0.067442	-0.92335
-0.067016	-0.92025
-0.066589	-0.92177
-0.066164	-0.92296
-0.065738	-0.92185
-0.065311	-0.92126
-0.064885	-0.92108
-0.064460	-0.92232
-0.064033	-0.92046
-0.063606	-0.92225
-0.063180	-0.91969
-0.062753	-0.92136
-0.062328	-0.92129
-0.061902	-0.92052
-0.061475	-0.92095
-0.061049	-0.92119
-0.060624	-0.92030
-0.060197	-0.92148
-0.059771	-0.92100
-0.059344	-0.92076
-0.058919	-0.92067
-0.058493	-0.92033
-0.058066	-0.92040
-0.057640	-0.92073
-0.057213	-0.91989
-0.056788	-0.92018
-0.056361	-0.92034
-0.055935	-0.91994
-0.055508	-0.92043
-0.055083	-0.91928
-0.054657	-0.91927
-0.054230	-0.91920
-0.053804	-0.92067
-0.053377	-0.91998
-0.052952	-0.91890
-0.052526	-0.91738
-0.052099	-0.91772
-0.051673	-0.91969
-0.051248	-0.91812
-0.050821	-0.91986
-0.050395	-0.91661
-0.049968	-0.91820
-0.049541	-0.91701
-0.049116	-0.91712
-0.048690	-0.91920
-0.048263	-0.91909
-0.047837	-0.91909
-0.047412	-0.91949
-0.046985	-0.91766
-0.046559	-0.91749
-0.046132	-0.91755
-0.045707	-0.91657
-0.045281	-0.91553
-0.044854	-0.91625
-0.044428	-0.91486
-0.044001	-0.91525
-0.043576	-0.91261
-0.043150	-0.91101
-0.042723	-0.90909
-0.042296	-0.90805
-0.041871	-0.90731
-0.041445	-0.90648
-0.041018	-0.90639
-0.040592	-0.90514
-0.040165	-0.90234
-0.039740	-0.90150
-0.039314	-0.89761
-0.038887	-0.89325
-0.038461	-0.88491
-0.038036	-0.87618
-0.037609	-0.86874
-0.037183	-0.86504
-0.036756	-0.86195
-0.036329	-0.86177
-0.035905	-0.86150
-0.035478	-0.86098
-0.035051	-0.86180
-0.034625	-0.86041
-0.034200	-0.86201
-0.033773	-0.85980
-0.033347	-0.85985
-0.032920	-0.86001
-0.032495	-0.85994
-0.032069	-0.86104
-0.031642	-0.85910
-0.031216	-0.86061
-0.030789	-0.85957
-0.030364	-0.85700
-0.029938	-0.85858
-0.029511	-0.85638
-0.029084	-0.85534
-0.028660	-0.85314
-0.028233	-0.84647
-0.027806	-0.84353
-0.027380	-0.83920
-0.026955	-0.83778
-0.026528	-0.83613
-0.026102	-0.83453
-0.025675	-0.83331
-0.025249	-0.83055
-0.024824	-0.82942
-0.024397	-0.82673
-0.023971	-0.82375
-0.023544	-0.81828
-0.023119	-0.80705
-0.022693	-0.78572
-0.022266	-0.76157
-0.021839	-0.74963
-0.021413	-0.74470
-0.020988	-0.74173
-0.020561	-0.74022
-0.020135	-0.74106
-0.019708	-0.73879
-0.019283	-0.73852
-0.018857	-0.73849
-0.018430	-0.73906
-0.018004	-0.73692
-0.017577	-0.73690
-0.017152	-0.73497
-0.016726	-0.73398
-0.016299	-0.73155
-0.015873	-0.72865
-0.015448	-0.72396
-0.015021	-0.71759
-0.014594	-0.71204
-0.014168	-0.70530
-0.013741	-0.69613
-0.013316	-0.68602
-0.012890	-0.66953
-0.012463	-0.65399
-0.012037	-0.64434
-0.011612	-0.63564
-0.011185	-0.62733
-0.010759	-0.61324
-0.010332	-0.57862
-0.0099072	-0.51996
-0.0094806	-0.47758
-0.0090541	-0.46008
-0.0086275	-0.45025
-0.0082009	-0.44178
-0.0077760	-0.44077
-0.0073495	-0.44001
-0.0069229	-0.44125
-0.0064963	-0.44013
-0.0060714	-0.44237
-0.0056448	-0.44065
-0.0052183	-0.44146
-0.0047917	-0.44047
-0.0043652	-0.44336
-0.0039402	-0.44408
-0.0035137	-0.44367
-0.0030871	-0.44439
-0.0026605	-0.44533
-0.0022356	-0.44439
-0.0018091	-0.44564
-0.0013825	-0.44394
-0.00095594	-0.44362
-0.00052937	-0.44300
-0.00010445	-0.44308
0.00032211	-0.44173
0.00074867	-0.44034
0.0011752	-0.43816
0.0016002	-0.43705
0.0020267	-0.43682
0.0024533	-0.43744
0.0028798	-0.43708
0.0033048	-0.43894
0.0037313	-0.43706
0.0041579	-0.43805
0.0045845	-0.43803
0.0050110	-0.43686
0.0054359	-0.43702
0.0058625	-0.43399
0.0062891	-0.43158
0.0067156	-0.42674
0.0071405	-0.42057
0.0075671	-0.41426
0.0079937	-0.40654
0.0084202	-0.38929
0.0088468	-0.35960
0.0092717	-0.29060
0.0096983	-0.15785
0.010125	-0.054376
0.010551	-0.0039664
0.010976	0.030460
0.011403	0.063650
0.011829	0.10277
0.012256	0.14350
0.012681	0.16975
0.013107	0.18280
0.013534	0.18940
0.013961	0.19494
0.014387	0.19797
0.014812	0.20474
0.015239	0.21157
0.015665	0.21953
0.016092	0.22304
0.016517	0.22406
0.016943	0.22670
0.017370	0.22714
0.017796	0.22665
0.018223	0.22972
0.018648	0.22832
0.019074	0.22964
0.019501	0.23382
0.019928	0.23603
0.020352	0.24052
0.020779	0.24505
0.021206	0.25472
0.021632	0.27233
0.022059	0.30450
0.022484	0.33768
0.022910	0.35667
0.023337	0.36547
0.023763	0.36977
0.024188	0.37434
0.024615	0.37666
0.025041	0.38039
0.025468	0.38483
0.025893	0.38529
0.026319	0.38858
0.026746	0.39269
0.027173	0.39766
0.027599	0.41063
0.028024	0.42110
0.028451	0.42754
0.028877	0.43300
0.029304	0.43359
0.029729	0.43510
0.030155	0.43722
0.030582	0.43662
0.031008	0.44006
0.031435	0.43833
0.031860	0.44036
0.032286	0.44231
0.032713	0.44476
0.033140	0.44880
0.033564	0.45076
0.033991	0.45302
0.034418	0.45740
0.034844	0.45628
0.035271	0.46132
0.035696	0.46349
0.036122	0.46945
0.036549	0.48449
0.036975	0.50454
0.037400	0.52833
0.037827	0.54650
0.038253	0.55887
0.038680	0.56584
0.039105	0.56973
0.039531	0.57153
0.039958	0.57332
0.040385	0.57248
0.040811	0.57448
0.041236	0.57432
0.041663	0.57501
0.042089	0.57594
0.042516	0.57754
0.042941	0.57814
0.043367	0.57675
0.043794	0.57642
0.044220	0.57924
0.044647	0.57940
0.045072	0.57872
0.045498	0.57940
0.045925	0.57938
0.046351	0.57860
0.046776	0.57893
0.047203	0.57923
0.047630	0.57855
0.048056	0.57906
0.048481	0.57932
0.048908	0.57950
0.049334	0.58049
0.049761	0.58068
0.050187	0.58182
0.050612	0.58137
0.051039	0.58173
0.051465	0.58046
0.051892	0.58079
0.052317	0.58117
0.052743	0.58092
0.053170	0.58100
0.053596	0.58230
0.054023	0.58270
0.054448	0.58247
0.054875	0.58239
0.055301	0.58116
0.055728	0.58486
0.056153	0.58400
0.056579	0.58279
0.057006	0.58420
0.057432	0.58346
0.057859	0.58318
0.058284	0.58361
0.058710	0.58517
0.059137	0.58486
0.059563	0.58354
0.059988	0.58461
0.060415	0.58573
0.060841	0.58558
0.061268	0.58589
0.061693	0.58831
0.062120	0.58600
0.062546	0.58775
0.062973	0.58896
0.063399	0.58854
0.063824	0.58840
0.064251	0.58961
0.064677	0.58770
0.065104	0.58958
0.065529	0.58895
0.065955	0.58856
0.066382	0.59023
0.066808	0.58746
0.067235	0.58938
0.067660	0.58941
0.068086	0.59033
0.068513	0.59005
0.068940	0.59035
0.069365	0.58904
0.069791	0.58999
	
0.070032	0.59212
0.070882	0.59066
0.071733	0.59115
0.072586	0.59155
0.073438	0.59148
0.074291	0.59225
0.075142	0.59383
0.075995	0.59375
0.076849	0.59522
0.077700	0.59526
0.078553	0.59511
0.079405	0.59454
0.080258	0.59696
0.081109	0.59561
0.081962	0.59789
0.082814	0.59636
0.083667	0.59636
0.084515	0.59677
0.085368	0.59671
0.086221	0.59721
0.087073	0.59899
0.087926	0.59922
0.088777	0.59888
0.089631	0.59851
0.090482	0.59925
0.091335	0.59940
0.092187	0.60076
0.093040	0.60101
0.093891	0.60447
0.094744	0.60025
0.095598	0.60176
0.096449	0.60341
0.097302	0.60513
0.098154	0.60508
0.099004	0.60563
0.099855	0.60493
0.10071	0.60458
0.10156	0.60665
0.10241	0.60530
0.10327	0.60831
0.10412	0.60931
0.10497	0.60875
0.10582	0.60970
0.10668	0.61011
0.10753	0.61188
0.10838	0.61216
0.10923	0.61281
0.11008	0.61401
0.11094	0.61488
0.11179	0.61566
0.11264	0.61466
0.11349	0.61635
0.11434	0.61626
0.11519	0.61789
0.11605	0.61744
0.11690	0.61984
0.11775	0.62144
0.11860	0.62082
0.11946	0.62224
0.12031	0.62160
0.12116	0.62251
0.12201	0.62435
0.12287	0.62249
0.12372	0.62506
0.12457	0.62573
0.12542	0.62624
0.12628	0.62463
0.12713	0.62601
0.12798	0.62744
0.12883	0.62921
0.12968	0.62882
0.13053	0.62819
0.13139	0.63031
0.13224	0.63179
0.13309	0.63126
0.13394	0.63010
0.13480	0.63221
0.13565	0.63532
0.13650	0.63640
0.13735	0.63954
0.13821	0.63836
0.13906	0.63881
0.13991	0.63860
0.14076	0.63981
0.14161	0.64070
0.14247	0.64237
0.14332	0.64248
0.14417	0.64368
0.14502	0.64453
0.14587	0.64456
0.14673	0.64700
0.14758	0.64741
0.14843	0.64885
0.14928	0.64870
0.15014	0.65202
0.15099	0.65218
0.15184	0.65357
0.15269	0.65425
0.15355	0.65700
0.15440	0.65684
0.15525	0.65615
0.15610	0.65723
0.15695	0.65665
0.15780	0.65793
0.15866	0.65726
0.15951	0.66198
0.16036	0.66080
0.16121	0.66448
0.16207	0.66553
0.16292	0.66439
0.16377	0.66699
0.16462	0.66847
0.16548	0.66915
0.16633	0.67084
0.16718	0.67218
0.16803	0.67526
0.16888	0.67351
0.16973	0.67424
0.17059	0.67583
0.17144	0.67559
0.17229	0.67682
0.17314	0.67818
0.17400	0.67832
0.17485	0.67895
0.17570	0.68070
0.17655	0.68349
0.17741	0.68356
0.17826	0.68356
0.17911	0.68747
0.17996	0.68701
0.18081	0.68835
0.18167	0.68820
0.18252	0.68996
0.18337	0.69066
0.18422	0.69060
0.18507	0.69224
0.18593	0.69573
0.18678	0.69573
0.18763	0.69645
0.18848	0.69730
0.18934	0.69934
0.19019	0.70004
0.19104	0.70077
0.19189	0.70253
0.19275	0.70264
0.19360	0.70357
0.19445	0.70590
0.19530	0.70738
0.19615	0.70896
0.19700	0.70765
0.19786	0.70916
0.19871	0.71278
0.19956	0.71256
0.20041	0.71415
0.20127	0.71619
0.20212	0.71610
0.20297	0.71755
0.20382	0.71976
0.20467	0.72173
0.20553	0.72258
0.20638	0.72434
0.20723	0.72681
0.20809	0.72961
0.20894	0.73008
0.20979	0.73021
0.21064	0.73261
0.21149	0.73160
0.21234	0.73233
0.21320	0.73522
0.21405	0.73710
0.21490	0.73684
0.21575	0.73799
0.21661	0.74133
0.21746	0.74082
0.21831	0.74486
0.21916	0.74485
0.22002	0.74739
0.22087	0.74898
0.22172	0.74902
0.22257	0.74996
0.22343	0.75318
0.22428	0.75469
0.22513	0.75518
0.22598	0.75700
0.22683	0.75693
0.22768	0.75951
0.22854	0.75955
0.22939	0.75916
0.23024	0.76062
0.23109	0.76278
0.23194	0.76389
0.23280	0.76711
0.23365	0.76692
0.23450	0.76837
0.23535	0.77190
0.23621	0.77198
0.23706	0.77497
0.23791	0.77560
0.23876	0.77189
0.23961	0.77331
0.24047	0.77688
0.24132	0.77780
0.24217	0.77842
0.24302	0.78054
0.24388	0.78005
0.24473	0.78290
0.24558	0.78555
0.24643	0.78591
0.24728	0.79042
0.24814	0.79072
0.24899	0.79216
0.24984	0.79320
0.25069	0.79646
0.25155	0.79721
0.25240	0.79835
0.25325	0.79843
0.25410	0.79811
0.25495	0.80176
0.25581	0.80107
0.25666	0.80091
0.25751	0.80654
0.25836	0.80774
0.25922	0.80781
0.26007	0.80957
0.26092	0.81072
0.26177	0.81362
0.26262	0.81410
0.26348	0.81769
0.26433	0.81853
0.26518	0.82072
0.26603	0.82141
0.26688	0.81772
0.26774	0.81974
0.26859	0.82265
0.26944	0.82399
0.27029	0.82426
0.27114	0.82682
0.27200	0.82865
0.27285	0.83014
0.27370	0.82993
0.27456	0.83263
0.27541	0.83564
0.27626	0.83463
0.27711	0.83535
0.27796	0.83817
0.27882	0.83953
0.27967	0.83930
0.28052	0.83858
0.28137	0.83906
0.28222	0.84017
0.28308	0.84179
0.28393	0.84398
0.28478	0.84313
0.28563	0.84789
0.28648	0.84579
0.28734	0.85094
0.28819	0.85003
0.28904	0.85207
0.28989	0.85157
0.29075	0.85360
0.29160	0.85374
0.29245	0.85400
0.29330	0.85691
0.29416	0.85666
0.29501	0.85420
0.29586	0.85677
0.29671	0.86040
0.29756	0.86285
0.29841	0.86294
0.29927	0.86329
0.30012	0.86444
0.30097	0.86596
0.30182	0.86868
